identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,setfit_prediction,is_parent_category
622.0,"Title: Shi ji zhi yi; 史記志疑
Related work: Shi ji史記
Subjects: Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145-approximately 86 B.C. 史記; Shi ji (Sima, Qian); China--History--To 221 B.C; China--History--Qin dynasty, 221-207 B.C; China--History--Han dynasty, 202 B.C.-220 A.D; China; To 220
Genres: History
Provision information: Beijing: Zhonghua shu ju, Xin hua shu dian Beijing fa xing suo fa xing, 1981; 北京: 中華書局, 新華書店北京发行所发行, 1981; Di 1 ban; 第1版","70012$6880-08$aSima, Qian,$dapproximately 145 B.C.-approximately 86 B.C.$tShi ji.$0http://id.loc.gov/authorities/names/n50027264 88012$6700-08/$1$a司馬遷,$dapproximately 145-approximately 86 B.C.$t史記.","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. 司馬遷, approximately 145-approximately 86 B.C.",Contributor,Shi ji zhi yi; 史記志疑,Liang Yusheng zhuan 梁玉繩撰,"Beijing: Zhonghua shu ju, Xin hua shu dian Beijing fa xing suo fa xing, 1981 北京: 中華書局, 新華書店北京发行所发行, 1981 Di 1 ban 第1版","Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145-approximately 86 B.C. 史記; Shi ji (Sima, Qian); China--History--To 221 B.C; China--History--Qin dynasty, 221-207 B.C; China--History--Han dynasty, 202 B.C.-220 A.D; China; To 220",History,Shi ji 史記,15571221,15571221-18262503-e596-4886-a6bc-c42d06ef9a82#http://id.loc.gov/rwo/agents/n50027264,"History, Heritage, and Memory",False
625.0,"Title: Art songs for high voice
Subjects: Songs (High voice) with piano; Vocalises (High voice) with piano; Dickinson, Emily, 1830-1886--Musical settings; Allen, Glen--Musical settings; Browning, Elizabeth Barrett, 1806-1861--Musical settings; King, Martin Luther, Jr., 1929-1968--Musical settings; Wordsworth, William, 1770-1850--Musical settings; Brooks, Phillips, 1835-1893--Musical settings; Dunbar, Paul Laurence, 1872-1906--Musical settings; Harris, Wilson--Musical settings; Stevenson, Robert Louis, 1850-1894--Musical settings
Genres: Art music; Songs; Vocalises; Scores
Provision information: Fayetteville, AR: Classical Vocal Reprints, [2021]","7001 $aBrowning, Elizabeth Barrett,$d1806-1861,$eauthor.$0http://id.loc.gov/authorities/names/n79067862","Browning, Elizabeth Barrett, 1806-1861",Author,Art songs for high voice,"Adolphus Hailstork ; Louise Toppin, editor","Fayetteville, AR: Classical Vocal Reprints, [2021]","Songs (High voice) with piano; Vocalises (High voice) with piano; Dickinson, Emily, 1830-1886--Musical settings; Allen, Glen--Musical settings; Browning, Elizabeth Barrett, 1806-1861--Musical settings; King, Martin Luther, Jr., 1929-1968--Musical settings; Wordsworth, William, 1770-1850--Musical settings; Brooks, Phillips, 1835-1893--Musical settings; Dunbar, Paul Laurence, 1872-1906--Musical settings; Harris, Wilson--Musical settings; Stevenson, Robert Louis, 1850-1894--Musical settings",Art music; Songs; Vocalises; Scores,,16036257,16036257-27bef4de-018a-4c33-ab48-b3a3de13dac4#http://id.loc.gov/rwo/agents/n79067862,"Music, Sound, and Sonic Arts",False
648.0,"Title: Lucan's Pharsalia (1627)
Variant titles: Thomas May, Lucan's Pharsalia (1627)
Subjects: May, Thomas, 1595-1650; Epic poetry, Latin--Translations into English; Rome--History--Civil War, 49-45 B.C.--Poetry; Pharsalus, Battle of, Farsala, Greece, 48 B.C.--Poetry
Provision information: Cambridge, United Kingdom: The Modern Humanities Research Association, 2020","1000 $aLucan,$d39-65,$eauthor.$0http://id.loc.gov/authorities/names/n79089234","Lucan, 39-65",Author,Lucan's Pharsalia (1627),Thomas May ; edited by Emma Buckley and Edward Paleit,"Cambridge, United Kingdom: The Modern Humanities Research Association, 2020","May, Thomas, 1595-1650; Epic poetry, Latin--Translations into English; Rome--History--Civil War, 49-45 B.C.--Poetry; Pharsalus, Battle of, Farsala, Greece, 48 B.C.--Poetry",,,16092600,16092600-aa75577e-af5e-4238-a46b-c0eb1ec087d0#http://id.loc.gov/rwo/agents/n79089234,Literature and Narrative Arts,False
648.0,"Title: Lucan's Pharsalia (1627)
Variant titles: Thomas May, Lucan's Pharsalia (1627)
Version of: Pharsalia. English
Subjects: May, Thomas, 1595-1650; Epic poetry, Latin--Translations into English; Rome--History--Civil War, 49-45 B.C.--Poetry; Pharsalus, Battle of, Farsala, Greece, 48 B.C.--Poetry
Provision information: Cambridge, United Kingdom: The Modern Humanities Research Association, 2020","1000 $aLucan,$d39-65,$eauthor.$0http://id.loc.gov/authorities/names/n79089234","Lucan, 39-65",Author,Lucan's Pharsalia (1627),Thomas May ; edited by Emma Buckley and Edward Paleit,"Cambridge, United Kingdom: The Modern Humanities Research Association, 2020","May, Thomas, 1595-1650; Epic poetry, Latin--Translations into English; Rome--History--Civil War, 49-45 B.C.--Poetry; Pharsalus, Battle of, Farsala, Greece, 48 B.C.--Poetry",,Pharsalia. English,16092600,16092600-1e4ee236-d5f7-4d98-9fe5-57b066b1a439#http://id.loc.gov/authorities/names/n85143923-Agent,Literature and Narrative Arts,False
4438.1,"Title: Husbands: a comedy about life and death and freedom
Subjects: Husbands--New York (State)--New York--Drama; Midlife crisis--New York (State)--New York--Drama; Short vacations--England--London--Drama; Sudden death--New York (State)--New York--Drama; Husbands; Midlife crisis; Short vacations; Sudden death; England--London; New York (State)--New York
Genres: Video recordings; Motion pictures; Fiction films; Comedy films; Drama; Feature films; Video recordings for the hearing impaired
Provision information: [New York, N.Y.]: The Criterion Collection, [2020]; Blu-ray special edition","7001 $aBrown, Lewis,$ecostume designer.$0http://id.loc.gov/authorities/names/n97859371","Brown, Lewis",Costume designer,Husbands: a comedy about life and death and freedom,"Columbia ; Al Ruban and Sam Shaw present ; written and directed by John Cassavetes ; producer, Al Ruban","[New York, N.Y.]: The Criterion Collection, [2020] Blu-ray special edition",Husbands--New York (State)--New York--Drama; Midlife crisis--New York (State)--New York--Drama; Short vacations--England--London--Drama; Sudden death--New York (State)--New York--Drama; Husbands; Midlife crisis; Short vacations; Sudden death; England--London; New York (State)--New York,Video recordings; Motion pictures; Fiction films; Comedy films; Drama; Feature films; Video recordings for the hearing impaired,,15767059,15767059-f4e29839-2818-4be6-bed3-2cc834c73100#http://id.loc.gov/rwo/agents/n97859371,Performing Arts and Media,False
4438.1,"Title: Husbands: a comedy about life and death and freedom
Subjects: Husbands--New York (State)--New York--Drama; Midlife crisis--New York (State)--New York--Drama; Male friendship--New York (State)--New York--Drama; Short vacations--England--London--Drama; Sudden death--New York (State)--New York--Drama; Husbands; Male friendship; Midlife crisis; Short vacations; Sudden death; England--London; New York (State)--New York
Genres: Video recordings; Motion pictures; Comedy films; Drama; Feature films; Fiction films; Video recordings for the hearing impaired
Provision information: [New York, N.Y.]: The Criterion Collection, [2020]; Two-DVD special edition","7001 $aBrown, Lewis,$ecostume designer.$0http://id.loc.gov/authorities/names/n97859371","Brown, Lewis",Costume designer,Husbands: a comedy about life and death and freedom,"Columbia ; Al Ruban and Sam Shaw present ; written and directed by John Cassavetes ; producer, Al Ruban","[New York, N.Y.]: The Criterion Collection, [2020] Two-DVD special edition",Husbands--New York (State)--New York--Drama; Midlife crisis--New York (State)--New York--Drama; Male friendship--New York (State)--New York--Drama; Short vacations--England--London--Drama; Sudden death--New York (State)--New York--Drama; Husbands; Male friendship; Midlife crisis; Short vacations; Sudden death; England--London; New York (State)--New York,Video recordings; Motion pictures; Comedy films; Drama; Feature films; Fiction films; Video recordings for the hearing impaired,,15766979,15766979-4a05d9a8-06f8-479b-b873-d07084eef0c7#http://id.loc.gov/rwo/agents/n97859371,Performing Arts and Media,False
4552.0,"Title: Ceramics now: Jane Hartsook Gallery's 2019 exhibition series
Subjects: Ceramic sculpture--21st century--Exhibitions; Pottery--21st century--Exhibitions; Pichaske, Lindsay--Exhibitions; Tiravanija, Rirkrit, 1961---Exhibitions; Powell, Joanna--Exhibitions; Holt, Lisa--Exhibitions; Reano, Holt--Exhibitions; Staley, Chris--Exhibitions; Goff, Shannon--Exhibitions; Johnson, Peter Christian, 1976---Exhibitions; Mabry, Lauren, 1985---Exhibitions; Jakielski, Janice--Exhibitions; Tiravanija, Rirkrit, 1961-; Ceramic sculpture; Pottery; 2000-2099
Genres: Exhibition catalogs
Provision information: New York: Jane Hartsook Gallery at Greenwich House Pottery, [2020]","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Ceramics now: Jane Hartsook Gallery's 2019 exhibition series,,"New York: Jane Hartsook Gallery at Greenwich House Pottery, [2020]","Ceramic sculpture--21st century--Exhibitions; Pottery--21st century--Exhibitions; Pichaske, Lindsay--Exhibitions; Tiravanija, Rirkrit, 1961---Exhibitions; Powell, Joanna--Exhibitions; Holt, Lisa--Exhibitions; Reano, Holt--Exhibitions; Staley, Chris--Exhibitions; Goff, Shannon--Exhibitions; Johnson, Peter Christian, 1976---Exhibitions; Mabry, Lauren, 1985---Exhibitions; Jakielski, Janice--Exhibitions; Tiravanija, Rirkrit, 1961-; Ceramic sculpture; Pottery; 2000-2099",Exhibition catalogs,,16226821,16226821-8580636d-a510-4ce6-9622-04bac76f64d3#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Life & death
Variant titles: Life and death; Black paintings
Subjects: Clemente, Francesco, 1952---Exhibitions; Clemente, Francesco, 1952-
Genres: Poetry; Exhibition catalogs
Provision information: New York: Gagosian Gallery, 1993","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Life & death,Robert Creeley,"New York: Gagosian Gallery, 1993","Clemente, Francesco, 1952---Exhibitions; Clemente, Francesco, 1952-",Poetry; Exhibition catalogs,,15646245,15646245-839af6a6-cbb4-43b4-9589-39c8177dff22#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Brice Marden: recent drawings and etchings
Subjects: Marden, Brice, 1938---Exhibitions; Drawing--United States--20th century--Exhibitions; Drawing, American--Exhibitions; Etching, American--Exhibitions; Etching--United States--20th century--Exhibitions; Marden, Brice, 1938-; Drawing; Drawing, American; Etching; Etching, American; United States; 1900-1999
Genres: Catalogs; Exhibition catalogs
Provision information: New York: M. Marks, 1991","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Brice Marden: recent drawings and etchings,with an interview by Pat Steir,"New York: M. Marks, 1991","Marden, Brice, 1938---Exhibitions; Drawing--United States--20th century--Exhibitions; Drawing, American--Exhibitions; Etching, American--Exhibitions; Etching--United States--20th century--Exhibitions; Marden, Brice, 1938-; Drawing; Drawing, American; Etching; Etching, American; United States; 1900-1999",Catalogs; Exhibition catalogs,,15611298,15611298-1aa2678a-a871-491c-b560-c0587578d19d#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Ex libris: NYPL
Subjects: Celmins, Vija, 1938---Autograph; Mangold, Robert, 1937---Autograph; Moore, Frank, 1953-2002--Autograph; Murray, Elizabeth, 1940-2007--Autograph; Rothenberg, Susan, 1945-2000--Autograph
Genres: Bookplates
Provision information: [New York]: Published by the Miriam and Ira D. Wallach Division of Art, Prints, and Photographs, for the benefit of the New York Public Library, 1996","7001 $aMiller, Leslie,$d1957-$eprinter.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Printer,Ex libris: NYPL,,"[New York]: Published by the Miriam and Ira D. Wallach Division of Art, Prints, and Photographs, for the benefit of the New York Public Library, 1996","Celmins, Vija, 1938---Autograph; Mangold, Robert, 1937---Autograph; Moore, Frank, 1953-2002--Autograph; Murray, Elizabeth, 1940-2007--Autograph; Rothenberg, Susan, 1945-2000--Autograph",Bookplates,,15665067,15665067-2d29e274-95bd-4425-a08d-fc71be85a1db#http://id.loc.gov/rwo/agents/n95028632,Literature and Narrative Arts,False
4552.0,"Title: Lucian Freud, recent drawings and etchings: including an interview with the artist
Subjects: Freud, Lucian--Exhibitions; Freud, Lucian
Genres: Catalogs; Exhibition catalogs
Provision information: New York: Matthew Marks Gallery, 1993","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,"Lucian Freud, recent drawings and etchings: including an interview with the artist",by Leigh Bowery ; & an essay by Angus Cook,"New York: Matthew Marks Gallery, 1993","Freud, Lucian--Exhibitions; Freud, Lucian",Catalogs; Exhibition catalogs,,15658846,15658846-9909f87e-e710-437e-8e07-e15fe122611e#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: [Prospectus for Singular pleasures]
Subjects: Mathews, Harry, 1930-2017. Singular pleasures; Annotations (Provenance)--20th century; Miller, Leslie, 1957---Ms. notes
Genres: Book prospectuses; Proofs (Printing)
Provision information: New York: Grenfell Press, [1988?]","7001 $aMiller, Leslie,$d1957-$epublisher.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Publisher,[Prospectus for Singular pleasures],,"New York: Grenfell Press, [1988?]","Mathews, Harry, 1930-2017. Singular pleasures; Annotations (Provenance)--20th century; Miller, Leslie, 1957---Ms. notes",Book prospectuses; Proofs (Printing),,15667904,15667904-78f05853-d554-48ec-bff3-ea2f233d2fd2#http://id.loc.gov/rwo/agents/n95028632,Literature and Narrative Arts,False
4552.0,"Title: The planets
Subjects: Life on other planets--Fiction; Science fiction, American; Planets; Solar system; Life on other planets; Annotations (Provenance)--20th century; Miller, Leslie, 1957---Ms. notes
Genres: Fiction; Proofs (Printing)
Provision information: Toronto; New York: Bantam Books, [1985]; [Advance proofs]","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,The planets,"Byron Preiss, editor ; Dr. Andrew Franknoi, scientific consultant.","Toronto; New York: Bantam Books, [1985] [Advance proofs]","Life on other planets--Fiction; Science fiction, American; Planets; Solar system; Life on other planets; Annotations (Provenance)--20th century; Miller, Leslie, 1957---Ms. notes",Fiction; Proofs (Printing),,15668676,15668676-1415f780-0822-49d7-9d75-cdbc50857211#http://id.loc.gov/rwo/agents/n95028632,Literature and Narrative Arts,False
4552.0,"Title: The stars
Subjects: Annotations (Provenance)--21st century; Miller, Leslie, 1957---Ms. notes
Genres: Proofs (Printing)
Provision information: New York: The Museum of Modern Art, [2005]; Galley proof","7001 $aMiller, Leslie,$d1957-$ebook designer,$eprinter.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer; Printer,The stars,,"New York: The Museum of Modern Art, [2005] Galley proof","Annotations (Provenance)--21st century; Miller, Leslie, 1957---Ms. notes",Proofs (Printing),,15668091,15668091-441aed9e-2874-4775-8089-328e1990a0cc#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Ceramics now: Jane Hartsook Gallery's 2020 exhibition series
Subjects: Ceramic sculpture--21st century--Exhibitions; Pottery--21st century--Exhibitions; Ceramic sculpture; Pottery; 2000-2099
Genres: Catalogs; Exhibition catalogs
Provision information: New York: Greenwich House Pottery, [2020]","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Ceramics now: Jane Hartsook Gallery's 2020 exhibition series,,"New York: Greenwich House Pottery, [2020]",Ceramic sculpture--21st century--Exhibitions; Pottery--21st century--Exhibitions; Ceramic sculpture; Pottery; 2000-2099,Catalogs; Exhibition catalogs,,16226827,16226827-f32c02a5-7932-403a-bfc1-23bcc8538019#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Gabriel Orozco
Subjects: Orozco, Gabriel, 1962---Exhibitions; Artists--Mexico--Exhibitions; Orozco, Gabriel, 1962-; Artists; Mexico
Genres: Catalogs; Exhibition catalogs
Provision information: México: Museo del Palacio de Bellas Artes, INBA, Editorial de Turner México, 2006; 1st ed.","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Gabriel Orozco,,"México: Museo del Palacio de Bellas Artes, INBA, Editorial de Turner México, 2006 1st ed.","Orozco, Gabriel, 1962---Exhibitions; Artists--Mexico--Exhibitions; Orozco, Gabriel, 1962-; Artists; Mexico",Catalogs; Exhibition catalogs,,15653735,15653735-9ed5acd4-3603-47d6-9415-c8b1a33362e4#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Thailand: haiku
Subjects: Garfinkel, Gloria, 1929-; Haiku, American; Thailand--Poetry; Thailand--In art; Thailand; Typefaces (Type evidence)--Koch Antiqua
Genres: Poetry; Artists' books; Art
Provision information: [New York?]: [G. Garfinkel], 1997; [New York]: Grenfell Press","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Thailand: haiku,G. Garfinkel,"[New York?]: [G. Garfinkel], 1997 [New York]: Grenfell Press","Garfinkel, Gloria, 1929-; Haiku, American; Thailand--Poetry; Thailand--In art; Thailand; Typefaces (Type evidence)--Koch Antiqua",Poetry; Artists' books; Art,,15654375,15654375-fa13977d-6239-4a44-8121-5b45fc7012ed#http://id.loc.gov/rwo/agents/n95028632,Literature and Narrative Arts,False
4552.0,"Title: Brice Marden: attendants, bears and rocks
Variant titles: Attendants, bears and rocks
Subjects: Marden, Brice, 1938---Exhibitions; Marden, Brice, 1938-
Genres: Exhibition catalogs
Provision information: New York: Matthew Marks Gallery, 2002","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,"Brice Marden: attendants, bears and rocks",,"New York: Matthew Marks Gallery, 2002","Marden, Brice, 1938---Exhibitions; Marden, Brice, 1938-",Exhibition catalogs,,15653257,15653257-e546f2d6-f368-4a87-b54f-8bf2ac1459b1#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Julian Schnabel: works on paper 1976-1992
Subjects: Schnabel, Julian, 1951---Exhibitions; Schnabel, Julian, 1951-
Genres: Exhibition catalogs
Provision information: New York: Matthew Marks Gallery, [1993]","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Julian Schnabel: works on paper 1976-1992,interview by Francesco Clemente,"New York: Matthew Marks Gallery, [1993]","Schnabel, Julian, 1951---Exhibitions; Schnabel, Julian, 1951-",Exhibition catalogs,,15638047,15638047-fa9e44c9-8e2f-4e8b-8125-b5de7ad8163e#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Judith Rothschild (1921-1993)
Subjects: Rothschild, Judith--Exhibitions; Painting, American--20th century--Exhibitions; Rothschild, Judith; Painting, American; 1900-1999
Genres: Catalogs; Exhibition catalogs
Provision information: Scottsdale, Ariz: Bentley Gallery, 2001","7001 $aMiller, Leslie,$d1957-$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Contributor,Judith Rothschild (1921-1993),,"Scottsdale, Ariz: Bentley Gallery, 2001","Rothschild, Judith--Exhibitions; Painting, American--20th century--Exhibitions; Rothschild, Judith; Painting, American; 1900-1999",Catalogs; Exhibition catalogs,,15668699,15668699-fde534e7-65be-4a5d-8bc5-64a5b02c5e5c#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Ellsworth Kelly: matrix
Variant titles: Matrix
Subjects: Kelly, Ellsworth, 1923-2015--Exhibitions; Kelly, Ellsworth, 1923-2015
Genres: Exhibition catalogs
Provision information: New York, NY: Matthew Marks Gallery, [2003]","7001 $aMiller, Leslie,$d1957-$ebook designer.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer,Ellsworth Kelly: matrix,essay by Benjamin H.D. Buchloh,"New York, NY: Matthew Marks Gallery, [2003]","Kelly, Ellsworth, 1923-2015--Exhibitions; Kelly, Ellsworth, 1923-2015",Exhibition catalogs,,15653258,15653258-40c20224-505c-4aee-a2f3-aae7df2e707b#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4552.0,"Title: Ghost of chance
Subjects: Condo, George; Burroughs, William S., 1914-1997--Autograph; Condo, George--Autograph
Genres: Fiction
Provision information: New York: Library Fellows of the Whitney Museum of American Art, 1991; New York: Grenfell Press","7001 $aMiller, Leslie,$d1957-$ebook designer,$eprinter.$0http://id.loc.gov/authorities/names/n95028632","Miller, Leslie, 1957-",Book designer; Printer,Ghost of chance,written by William S. Burroughs ; illustrated by George Condo,"New York: Library Fellows of the Whitney Museum of American Art, 1991 New York: Grenfell Press","Condo, George; Burroughs, William S., 1914-1997--Autograph; Condo, George--Autograph",Fiction,,15665087,15665087-6130bfd7-4828-413b-82c7-be628f6a04c3#http://id.loc.gov/rwo/agents/n95028632,Visual Arts and Design,False
4574.0,"Title: Three masterworks by Ravel, Chausson, and Françaix - With Yura Lee, Kristin Lee, Richard O'Neill, Nicholas Canellakis, Arnaud Sussmann, and Wu Han: the Chamber Music Society of Lincoln Center
Subjects: String trios; Rhapsodies (Music); Concertos (Violin and piano with string ensemble); concert
Genres: Video recordings; Rhapsodies (Music); Filmed performances; Concertos; Chamber music; Internet videos
Provision information: [Place of publication not identified]: Chamber Music Society of Lincoln Center, 2017","7001 $aWu, Han,$eperformer.$0http://id.loc.gov/authorities/names/n96032818","Wu, Han",Performer,"Three masterworks by Ravel, Chausson, and Françaix - With Yura Lee, Kristin Lee, Richard O'Neill, Nicholas Canellakis, Arnaud Sussmann, and Wu Han: the Chamber Music Society of Lincoln Center",,"[Place of publication not identified]: Chamber Music Society of Lincoln Center, 2017",String trios; Rhapsodies (Music); Concertos (Violin and piano with string ensemble); concert,Video recordings; Rhapsodies (Music); Filmed performances; Concertos; Chamber music; Internet videos,,16043870,16043870-466f43c8-3568-4482-8be3-d9391ff54d15#http://id.loc.gov/rwo/agents/n96032818,"Music, Sound, and Sonic Arts",False
4574.0,"Title: Two Quartets by Kreisler and Mahler - With Daniel Hope, Wu Han, Benjamin Beilman, Danbi Um, Paul Neubauer, and David Finckel: the Chamber Music Society of Lincoln Center
Subjects: String quartets; Piano quartets; concert
Genres: Video recordings; Filmed performances; Chamber music; Internet videos
Provision information: [Place of publication not identified]: CMS Chamber Music Society of Lincoln Center, [201-?]","7001 $aWu, Han,$eperformer.$0http://id.loc.gov/authorities/names/n96032818","Wu, Han",Performer,"Two Quartets by Kreisler and Mahler - With Daniel Hope, Wu Han, Benjamin Beilman, Danbi Um, Paul Neubauer, and David Finckel: the Chamber Music Society of Lincoln Center",,"[Place of publication not identified]: CMS Chamber Music Society of Lincoln Center, [201-?]",String quartets; Piano quartets; concert,Video recordings; Filmed performances; Chamber music; Internet videos,,16043885,16043885-4324e15e-149f-4e6b-982e-60e8c57e41a8#http://id.loc.gov/rwo/agents/n96032818,"Music, Sound, and Sonic Arts",False
4574.0,"Title: The Chamber Music Society of Lincoln Center plays Dvořák, Bernstein, Copland and Burleigh: 50th anniversary of the Chamber Music Society of Lincoln Center
Subjects: Ballets--Excerpts; concert
Genres: Video recordings; Suites; Sonatas; Filmed performances; Dance music; Chamber music; Internet videos
Provision information: [Place of publication not identified]: Chamber Music Society of Lincoln Center, 2019","7001 $aWu, Han,$eperformer.$0http://id.loc.gov/authorities/names/n96032818","Wu, Han",Performer,"The Chamber Music Society of Lincoln Center plays Dvořák, Bernstein, Copland and Burleigh: 50th anniversary of the Chamber Music Society of Lincoln Center",,"[Place of publication not identified]: Chamber Music Society of Lincoln Center, 2019",Ballets--Excerpts; concert,Video recordings; Suites; Sonatas; Filmed performances; Dance music; Chamber music; Internet videos,,16043874,16043874-65eb2fbe-e045-43f9-b784-95e5769d89c4#http://id.loc.gov/rwo/agents/n96032818,"Music, Sound, and Sonic Arts",False
4574.0,"Title: Master class with Wu Han: Chamber Music Society of Lincoln Center
Subjects: masterclass
Genres: Video recordings; Filmed performances; Chamber music; Internet videos
Provision information: [Place of publication not identified]: [publisher not identified], 2019","7001 $aWu, Han,$eperformer.$0http://id.loc.gov/authorities/names/n96032818","Wu, Han",Performer,Master class with Wu Han: Chamber Music Society of Lincoln Center,,"[Place of publication not identified]: [publisher not identified], 2019",masterclass,Video recordings; Filmed performances; Chamber music; Internet videos,,16043779,16043779-5e5ff9a6-b9a3-49b2-baf2-71b85512b256#http://id.loc.gov/rwo/agents/n96032818,"Music, Sound, and Sonic Arts",False
