composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,classification_label,classification_path,top_concepts_json,classification_mode,vector_hash
"Contributor: Strauss, Richard, 1864-1949
Title: The donkey's shadow: comedy in six scenes
Version of: Esels Schatten. Vocal score. English & German
Attribution: adapted from Christoph Martin Wieland's novel The Abderites, by Hans Adler ; devised by Dom Stephan Schaller ; orchestrated and completed by Karl Haussner ; vocal score by Karl Haussner ; English version by Maria Pelikan
Subjects: Operas--Vocal scores with piano
Genres: Operas
Provision information: London; New York: Boosey & Hawkes, [1968]","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,The donkey's shadow: comedy in six scenes,"adapted from Christoph Martin Wieland's novel The Abderites, by Hans Adler ; devised by Dom Stephan Schaller ; orchestrated and completed by Karl Haussner ; vocal score by Karl Haussner ; English version by Maria Pelikan","London; New York: Boosey & Hawkes, [1968]",Operas--Vocal scores with piano,Operas,Esels Schatten. Vocal score. English & German,786805,786805#Hub240-18-Agent,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.13128221035003662}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.12172138690948486}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.11587941646575928}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.11209720373153687}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.11093175411224365}]",ClassificationMode.AVERAGE,b9786ccda411885d600532cf72873798
"Contributor: Strauss, Richard, 1864-1949
Title: Capriccio : ein Konversationsstück für Musik in einem Aufzug, op. 85
Version of: Capriccio. Einleitung
Attribution: von Clemens Krauss und Richard Strauss
Subjects: Operas--Excerpts--Parts; String sextets (Violins (2), violas (2), cellos (2))--Parts
Provision information: Mainz: B. Schott's Söhne, c1942","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,"Capriccio : ein Konversationsstück für Musik in einem Aufzug, op. 85",von Clemens Krauss und Richard Strauss,"Mainz: B. Schott's Söhne, c1942","Operas--Excerpts--Parts; String sextets (Violins (2), violas (2), cellos (2))--Parts",NaN,Capriccio. Einleitung,660801,660801#Hub240-16-Agent,"Music, Sound, and Sonic Arts","Arts, Culture, and Creative Expression > Music, Sound, and Sonic Arts","[{""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.18906402587890625}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16403543949127197}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.15807408094406128}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.15498149394989014}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.152912437915802}]",ClassificationMode.AVERAGE,22d6cf9e94535e7c9c5988f6e49d3ffc
"Subject: Strauss, Richard, 1864-1949
Title: Strauss tone poems
Attribution: Michael Kennedy
Subjects: Strauss, Richard, 1864-1949. Symphonic poems; Symphonic poems--Analysis, appreciation
Provision information: London: British Broadcasting Corp, 1984","60010$aStrauss, Richard,$d1864-1949.$tSymphonic poems.","Strauss, Richard, 1864-1949",Subject,Strauss tone poems,Michael Kennedy,"London: British Broadcasting Corp, 1984","Strauss, Richard, 1864-1949. Symphonic poems; Symphonic poems--Analysis, appreciation",NaN,NaN,649591,649591#Agent600-21,"Language, Linguistics, and Communication","Humanities, Thought, and Interpretation > Language, Linguistics, and Communication","[{""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.2539021372795105}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.250890851020813}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.24297261238098145}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.23645275831222534}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.23267459869384766}]",ClassificationMode.AVERAGE,2b68c6e048fbf64db32a531007e44cf4
"Contributor: Laughlin, James, 1914-1997
Title: Confidential report, and other poems
Provision information: [London]: Gaberbocchus, [1959]","1001 $aLaughlin, James,$d1914-1997.","Laughlin, James, 1914-1997",Contributor,"Confidential report, and other poems",NaN,"[London]: Gaberbocchus, [1959]",NaN,NaN,NaN,602814,602814#Agent100-14,"Media, Journalism, and Communication","Society, Governance, and Public Life > Media, Journalism, and Communication","[{""concept_uri"": ""media"", ""pref_label"": ""Media, Journalism, and Communication"", ""similarity"": 0.15455502271652222}, {""concept_uri"": ""law"", ""pref_label"": ""Law, Justice, and Jurisprudence"", ""similarity"": 0.14582377672195435}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.14304357767105103}, {""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.13951045274734497}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.1358870267868042}]",ClassificationMode.AVERAGE,defe50d9d3dea367186fb6d68b6e0431
"Contributor: Laughlin, James, 1914-1997
Title: The owl of Minerva: poems
Attribution: by James Laughlin
Provision information: Port Townsend, WA: the Copper Canyon Press, 1987","1001 $aLaughlin, James,$d1914-1997.","Laughlin, James, 1914-1997",Contributor,The owl of Minerva: poems,by James Laughlin,"Port Townsend, WA: the Copper Canyon Press, 1987",NaN,NaN,NaN,455953,455953#Agent100-15,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16341179609298706}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.1609429121017456}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1413710117340088}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.13751071691513062}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.13547879457473755}]",ClassificationMode.AVERAGE,19ae1b1e2f78cc25f29a5df2a5e2b542
"Editor: Laughlin, James, 1914-1997
Title: A New Directions reader
Attribution: edited by Hayden Carruth & J. Laughlin
Subjects: Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership
Genres: Fiction
Provision information: Norfolk, Conn: J. Laughlin, c1964","7001 $aLaughlin, James,$d1914-1997,$eeditor.","Laughlin, James, 1914-1997",Editor,A New Directions reader,edited by Hayden Carruth & J. Laughlin,"Norfolk, Conn: J. Laughlin, c1964","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership",Fiction,NaN,597895,597895#Agent700-32,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2696552276611328}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.26821136474609375}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.261102557182312}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2533336877822876}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.24514931440353394}]",ClassificationMode.AVERAGE,fb53f31b4139351780d5b46915395422
"Associated person: Laughlin, James, 1914-1997
Title: A New Directions reader
Attribution: edited by Hayden Carruth & J. Laughlin
Subjects: Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership
Genres: Fiction
Provision information: Norfolk, Conn: J. Laughlin, c1964","69214$aLaughlin, James,$d1914-1997","Laughlin, James, 1914-1997",Associated person,A New Directions reader,edited by Hayden Carruth & J. Laughlin,"Norfolk, Conn: J. Laughlin, c1964","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership",Fiction,NaN,597895,597895#Agent692-26,"Language, Linguistics, and Communication","Humanities, Thought, and Interpretation > Language, Linguistics, and Communication","[{""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.27082914113998413}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2666926383972168}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.2601546049118042}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.254288911819458}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2442438006401062}]",ClassificationMode.AVERAGE,0da25ae90177dca4defc76282c6a1389
"Associated person: Laughlin, James, 1914-1997
Title: A New Directions reader
Attribution: edited by Hayden Carruth & J. Laughlin
Subjects: Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership
Genres: Fiction
Provision information: Norfolk, Conn: J. Laughlin, c1964","69214$aLaughlin, James,$d1914-1997","Laughlin, James, 1914-1997",Associated person,A New Directions reader,edited by Hayden Carruth & J. Laughlin,"Norfolk, Conn: J. Laughlin, c1964","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership",Fiction,NaN,597895,597895#Agent692-27,"Language, Linguistics, and Communication","Humanities, Thought, and Interpretation > Language, Linguistics, and Communication","[{""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.27082914113998413}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2666926383972168}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.2601546049118042}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.254288911819458}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2442438006401062}]",ClassificationMode.AVERAGE,0da25ae90177dca4defc76282c6a1389
"Subject: Joyce, James, 1882-1941
Title: James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition
Subjects: Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.
Genres: Catalogs
Provision information: [Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","60010$aJoyce, James,$d1882-1941.$tUlysses","Joyce, James, 1882-1941",Subject,"James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition",NaN,"[Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.",Catalogs,NaN,589409,589409#Agent600-22,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2807145118713379}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.27407222986221313}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.2642275094985962}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.2578168511390686}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.25525033473968506}]",ClassificationMode.AVERAGE,3b101a9dc2fc915c31d31c03528cc7c6
"Subject: Joyce, James, 1882-1941
Title: James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition
Subjects: Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.
Genres: Catalogs
Provision information: [Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition",NaN,"[Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.",Catalogs,NaN,589409,589409#Agent600-24,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2807145118713379}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.27407222986221313}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.2642275094985962}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.2578168511390686}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.25525033473968506}]",ClassificationMode.AVERAGE,3b101a9dc2fc915c31d31c03528cc7c6
"Subject: Joyce, James, 1882-1941
Title: The sources and structures of James Joyce's ""Oxen""
Attribution: by Robert Janusko
Subjects: Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique
Provision information: Ann Arbor, Mich: UMI Research Press, c1983","60010$aJoyce, James,$d1882-1941.$tUlysses","Joyce, James, 1882-1941",Subject,"The sources and structures of James Joyce's ""Oxen""",by Robert Janusko,"Ann Arbor, Mich: UMI Research Press, c1983","Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique",NaN,NaN,332068,332068#Agent600-24,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2665645480155945}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.25903528928756714}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2560226321220398}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.25492095947265625}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.25390946865081787}]",ClassificationMode.AVERAGE,77dbb39b94c31ae83268a885ca5a725e
"Subject: Joyce, James, 1882-1941
Title: The sources and structures of James Joyce's ""Oxen""
Attribution: by Robert Janusko
Subjects: Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique
Provision information: Ann Arbor, Mich: UMI Research Press, c1983","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"The sources and structures of James Joyce's ""Oxen""",by Robert Janusko,"Ann Arbor, Mich: UMI Research Press, c1983","Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique",NaN,NaN,332068,332068#Agent600-25,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2665645480155945}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.25903528928756714}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2560226321220398}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.25492095947265625}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.25390946865081787}]",ClassificationMode.AVERAGE,77dbb39b94c31ae83268a885ca5a725e
"Subject: Joyce, James, 1882-1941
Title: James Joyce
Attribution: by Herbert Gorman; illustrated with photos
Subjects: Gorman, Herbert Sherman, 1893-1954--Presentation inscription to J.J. Slocum; Slocum, John J.--Presentation inscription from H.S. Gorman; Windham, Donald--Ownership; Campbell, Sandy--Ownership
Provision information: New York; Toronto: Farrar & Rinehart, [c1939]","60010$aJoyce, James,$d1882-1941.","Joyce, James, 1882-1941",Subject,James Joyce,by Herbert Gorman; illustrated with photos,"New York; Toronto: Farrar & Rinehart, [c1939]","Gorman, Herbert Sherman, 1893-1954--Presentation inscription to J.J. Slocum; Slocum, John J.--Presentation inscription from H.S. Gorman; Windham, Donald--Ownership; Campbell, Sandy--Ownership",NaN,NaN,595985,595985#Agent600-23,"Media, Journalism, and Communication","Society, Governance, and Public Life > Media, Journalism, and Communication","[{""concept_uri"": ""media"", ""pref_label"": ""Media, Journalism, and Communication"", ""similarity"": 0.2150125503540039}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2040676474571228}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.20177209377288818}, {""concept_uri"": ""law"", ""pref_label"": ""Law, Justice, and Jurisprudence"", ""similarity"": 0.1998664140701294}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.1948346495628357}]",ClassificationMode.AVERAGE,3f4e9dffb1c080938965a07e89329312
"Subject: Joyce, James, 1882-1941
Title: A Starchamber quiry: a James Joyce centennial volume, 1882-1982
Attribution: Hugh Kenner ... [et al.] ; with an afterword by Clive Hart ; edited by E.L. Epstein
Subjects: Joyce, James, 1882-1941--Criticism and interpretation
Provision information: London; New York: Methuen, 1982","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"A Starchamber quiry: a James Joyce centennial volume, 1882-1982",Hugh Kenner ... [et al.] ; with an afterword by Clive Hart ; edited by E.L. Epstein,"London; New York: Methuen, 1982","Joyce, James, 1882-1941--Criticism and interpretation",NaN,NaN,252666,252666#Agent600-19,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2661222219467163}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2610747218132019}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.2526264786720276}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.25178372859954834}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.2473834753036499}]",ClassificationMode.AVERAGE,af2718742e1345fc7d5166d7565bd154
"Contributor: Joyce, James, 1882-1941
Title: The Cornell Joyce collection, a catalogue
Subjects: Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs
Provision information: Ithaca, N. Y.: Cornell University Press, [1961]","7001 $aJoyce, James,$d1882-1941.","Joyce, James, 1882-1941",Contributor,"The Cornell Joyce collection, a catalogue",NaN,"Ithaca, N. Y.: Cornell University Press, [1961]","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs",NaN,NaN,10098,10098#Agent700-20,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2510964870452881}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.2414616346359253}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.22391575574874878}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.2195459008216858}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.21668946743011475}]",ClassificationMode.AVERAGE,fe42d7ff1de2be4733fc5951040585f8
"Subject: Joyce, James, 1882-1941
Title: The Cornell Joyce collection, a catalogue
Subjects: Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs
Provision information: Ithaca, N. Y.: Cornell University Press, [1961]","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"The Cornell Joyce collection, a catalogue",NaN,"Ithaca, N. Y.: Cornell University Press, [1961]","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs",NaN,NaN,10098,10098#Agent600-18,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2485424280166626}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.23776888847351074}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.22544562816619873}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.22211968898773193}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.22140216827392578}]",ClassificationMode.AVERAGE,3ad18f2680b6a2a1351dc445ad251e8e
"Subject: Joyce, James, 1882-1941
Title: The Cornell Joyce collection, a catalogue
Subjects: Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs
Provision information: Ithaca, N. Y.: Cornell University Press, [1961]","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"The Cornell Joyce collection, a catalogue",NaN,"Ithaca, N. Y.: Cornell University Press, [1961]","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs",NaN,NaN,10098,10098#Agent600-19,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.2485424280166626}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.23776888847351074}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.22544562816619873}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.22211968898773193}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.22140216827392578}]",ClassificationMode.AVERAGE,3ad18f2680b6a2a1351dc445ad251e8e
"Contributor: Joyce, James, 1882-1941
Title: Ulysses
Attribution: by James Joyce
Provision information: Paris: Shakespeare and Company, 1925","1001 $aJoyce, James,$d1882-1941.","Joyce, James, 1882-1941",Contributor,Ulysses,by James Joyce,"Paris: Shakespeare and Company, 1925",NaN,NaN,NaN,71623,71623#Agent100-11,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.20092856884002686}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.19010543823242188}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.18434298038482666}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.16893553733825684}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.16877394914627075}]",ClassificationMode.AVERAGE,995d4c1a3deb2323e603d4adaeb3681c
"Contributor: Rowlandson, Thomas, 1756-1827
Title: Medical caricatures
Attribution: Thomas Rowlandson ; with a foreword by Morris H. Saffron
Subjects: Medicine--Caricatures and cartoons; Medicine and art
Provision information: New York: Editions Medicina Rara, [1971]","1001 $aRowlandson, Thomas,$d1756-1827.","Rowlandson, Thomas, 1756-1827",Contributor,Medical caricatures,Thomas Rowlandson ; with a foreword by Morris H. Saffron,"New York: Editions Medicina Rara, [1971]",Medicine--Caricatures and cartoons; Medicine and art,NaN,NaN,10238,10238#Agent100-12,"Medicine, Health, and Clinical Sciences","Sciences, Research, and Discovery > Medicine, Health, and Clinical Sciences","[{""concept_uri"": ""medicine"", ""pref_label"": ""Medicine, Health, and Clinical Sciences"", ""similarity"": 0.25045323371887207}, {""concept_uri"": ""mathematics"", ""pref_label"": ""Mathematics and Quantitative Sciences"", ""similarity"": 0.1785765290260315}, {""concept_uri"": ""science"", ""pref_label"": ""Sciences, Research, and Discovery"", ""similarity"": 0.17408305406570435}, {""concept_uri"": ""appliedsciences"", ""pref_label"": ""Applied Sciences, Technology, and Engineering"", ""similarity"": 0.17163002490997314}, {""concept_uri"": ""agriculture"", ""pref_label"": ""Agriculture, Environment, and Sustainability"", ""similarity"": 0.1623915433883667}]",ClassificationMode.AVERAGE,f82d9f71027979af7fb5857dfbe3743c
